"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C01_031E","S1903_C01_031M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_004M","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M","S1903_C02_031E","S1903_C02_031M"
"620L200US22049","State House District 49 (2010), Louisiana","15791","596","75.7","2.1","21.4","2.2","0.4","0.3","1.4","0.6","0.0","0.2","0.5","0.5","0.6","0.4","1.8","0.8","74.5","2.1","4.4","1.0","35.6","2.0","39.0","2.2","21.1","1.6","12109","607","45.6","3.2","54.4","3.2","71.8","2.8","22.2","2.7","6.0","1.9","3682","438","49.4","6.4","44.0","6.7","5.4","3.1","50.6","6.4","41.6","7.0","9.0","3.2","35.8","(X)","36.5","(X)","32.5","(X)","44194","2173","48192","1826","26114","5198","32014","17883","60833","59869","-","**","39244","25907","63466","32184","55023","11152","47874","1974","29267","13385","48409","3177","49864","5639","28194","3543","49777","3365","47863","4116","52567","3501","62208","2397","18409","3361","32266","24506","23432","2831","15355","4487","14270","2449","34250","16101","28886","3773","27456","4022","48125","11634","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22050","State House District 50 (2010), Louisiana","14967","392","65.4","1.5","30.6","1.5","1.3","0.4","0.6","0.4","0.0","0.2","0.4","0.3","1.7","0.6","1.5","0.7","64.1","1.6","3.4","0.9","34.1","1.7","41.7","1.8","20.8","1.3","11183","442","47.3","2.6","52.7","2.6","66.8","2.8","27.0","2.6","6.2","1.6","3784","381","52.0","5.3","45.3","5.3","6.6","2.9","48.0","5.3","34.8","5.2","13.2","4.2","29.7","(X)","30.6","(X)","24.3","(X)","42727","3045","50891","3890","27273","3543","51250","35728","31169","14826","-","**","50938","67866","42321","17059","28284","3074","51863","3675","30485","14158","47287","7043","51701","3751","29704","3709","48470","3473","41826","3689","53490","2795","62905","3089","20705","2716","37379","12610","24973","3109","19985","3664","17158","2801","40375","32498","38339","5016","32028","8631","80875","49291","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22051","State House District 51 (2010), Louisiana","14940","484","68.4","2.6","25.4","2.2","3.1","1.1","0.9","0.3","0.1","0.1","0.9","0.7","1.2","0.6","5.1","1.1","65.2","2.7","5.3","1.4","35.2","2.3","39.0","2.5","20.5","1.7","10504","452","45.7","3.3","54.3","3.3","68.3","3.6","23.0","3.1","8.8","2.0","4436","396","50.1","4.8","45.4","4.7","4.8","1.9","49.9","4.8","39.3","5.2","10.5","3.5","29.5","(X)","31.7","(X)","21.6","(X)","39452","2431","48061","4323","23026","4563","34306","28229","54257","7640","-","**","17188","81774","37414","49870","38300","36728","48476","4446","30357","6627","48425","4902","47261","4143","24279","3505","48591","5358","43216","7456","52972","3871","62056","5332","18475","1832","36799","14395","24109","4840","17359","4661","16037","3191","52155","15497","32236","2946","30792","5775","42642","9024","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22052","State House District 52 (2010), Louisiana","17803","594","74.8","1.9","16.7","1.5","4.7","1.1","0.9","0.4","0.0","0.2","1.7","0.8","1.1","0.6","3.0","1.0","73.2","1.9","4.3","1.1","38.5","2.1","39.8","2.2","17.3","1.2","13303","622","48.9","2.4","51.1","2.4","71.7","2.9","21.5","2.4","6.8","1.8","4500","511","51.0","5.1","42.4","5.8","8.5","3.5","49.0","5.1","35.2","4.8","13.8","4.8","29.8","(X)","30.2","(X)","25.4","(X)","52497","2927","61416","3467","32479","8006","30991","11991","51333","5327","-","**","58036","23844","51597","16621","65446","40873","61017","3309","45357","13236","59876","5956","62261","4102","31695","4589","61972","3744","60015","4168","64716","4733","78231","4589","26123","2433","35000","14721","32883","5917","22314","6916","19651","3084","48141","11762","40198","7460","34766","8117","52596","12434","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22053","State House District 53 (2010), Louisiana","15592","423","78.2","2.3","14.2","1.7","4.2","1.1","1.1","0.6","0.0","0.1","1.8","0.9","0.4","0.3","2.6","0.9","77.6","2.4","4.5","1.2","34.6","2.2","37.4","2.4","23.5","1.7","11147","438","45.6","2.7","54.4","2.7","69.1","3.2","23.3","3.2","7.6","1.9","4445","435","54.1","5.4","41.4","4.9","12.7","4.4","45.9","5.4","34.1","5.7","11.8","3.6","25.7","(X)","26.6","(X)","21.9","(X)","44085","2656","49042","3734","27321","6406","40720","8895","45234","34973","-","**","40104","15933","43182","26217","40229","13044","49025","3764","35875","6952","57443","6475","50565","3891","25596","1942","55266","4966","55000","10998","55449","4031","67427","4432","25726","7134","43409","12619","24914","3680","18986","3463","16500","2827","36886","17300","33657","9242","27061","7550","45556","10461","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22054","State House District 54 (2010), Louisiana","15309","440","88.7","1.5","6.0","1.1","2.6","0.7","0.9","0.6","0.0","0.2","1.1","0.5","0.6","0.4","3.5","1.0","86.6","1.8","2.6","1.0","36.7","2.4","38.6","2.2","22.1","1.6","11217","487","43.9","2.7","56.1","2.7","75.8","2.6","18.9","2.7","5.3","1.7","4092","360","53.7","4.5","48.1","4.5","5.5","1.8","46.3","4.5","33.0","5.1","13.3","3.7","27.7","(X)","28.9","(X)","21.7","(X)","46189","3763","47907","3953","23423","7088","60845","12734","87908","101055","-","**","45096","11567","51471","15797","48944","5848","47587","4107","53816","22726","54933","6272","50036","4808","24850","2980","53740","3900","60651","6496","50612","4518","64277","4453","21891","2294","26698","15391","23528","4635","16855","2407","15433","2376","49083","9267","35932","9209","33630","8147","47667","19520","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22055","State House District 55 (2010), Louisiana","17532","445","78.9","1.5","19.0","1.4","0.9","0.6","0.5","0.4","0.0","0.2","0.4","0.4","0.3","0.3","1.2","0.6","78.1","1.6","5.7","1.3","35.5","2.2","40.8","1.8","17.9","1.2","12559","420","48.9","2.2","51.1","2.2","77.0","2.8","18.6","2.6","4.4","1.5","4973","421","48.8","4.8","42.1","4.8","6.6","2.6","51.2","4.8","37.3","5.5","14.0","3.7","27.7","(X)","28.4","(X)","25.5","(X)","47819","2862","55352","4190","24277","4420","29375","10593","54352","397963","-","**","40484","10700","33375","14627","79408","60686","55099","4520","16781","6077","60657","3398","53057","5738","27996","4208","58849","4759","61725","4773","54479","6211","69108","3059","19703","3298","27364","12997","26434","4911","17577","2763","16250","2336","50064","8905","39795","6006","31997","7203","52097","7324","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22056","State House District 56 (2010), Louisiana","16932","367","64.2","1.5","33.3","1.4","0.5","0.5","0.7","0.4","0.0","0.2","0.5","0.4","0.8","0.6","4.3","0.9","61.0","1.6","3.9","1.0","35.1","1.8","44.2","1.9","16.8","1.2","12934","516","47.8","2.3","52.2","2.3","66.0","3.0","24.1","2.4","10.0","2.0","3998","425","52.8","5.8","44.9","4.8","7.9","3.5","47.2","5.8","38.8","5.6","8.4","3.6","34.0","(X)","33.2","(X)","32.9","(X)","54184","2337","66439","5036","38356","4155","62868","73220","71750","26833","-","**","46131","30398","31172","104365","64236","29070","66073","4490","27969","13137","58560","6330","66420","5305","29478","2976","62444","3211","64268","4784","60563","5864","82075","3964","26961","5440","53433","11925","31206","5935","27975","7439","24015","6696","41533","18716","38412","6700","26929","12504","51761","54406","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22057","State House District 57 (2010), Louisiana","16275","343","53.4","1.7","44.6","1.7","0.2","0.2","0.5","0.2","0.0","0.2","0.7","0.5","0.6","0.4","3.2","0.6","51.0","1.7","2.5","0.8","36.1","1.6","43.9","1.6","17.6","1.2","12514","473","45.9","2.5","54.1","2.5","67.1","2.8","25.7","2.7","7.2","1.6","3761","378","48.0","5.2","44.3","5.0","3.7","2.1","52.0","5.2","44.8","4.7","7.2","3.5","34.4","(X)","35.5","(X)","28.2","(X)","50919","2524","60705","3719","38950","4356","29750","88986","44464","57209","-","**","75500","97495","89250","90423","58158","21353","61088","3780","25921","12518","61016","6587","59842","4912","29143","4451","61365","3763","61203","5535","61568","5479","79504","4700","26846","8071","48710","14757","26595","1942","25705","2340","25290","3372","27802","2857","29904","7020","26733","9014","62885","30400","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22058","State House District 58 (2010), Louisiana","14734","719","38.4","1.9","60.3","1.9","0.0","0.1","0.1","0.1","0.0","0.2","0.9","0.9","0.3","0.2","1.9","1.0","37.4","2.0","3.7","1.1","32.5","2.2","40.6","2.2","23.1","1.6","10792","605","42.4","3.1","57.6","3.1","63.1","3.2","28.8","2.8","8.1","2.2","3942","390","53.0","6.1","49.7","6.0","3.3","2.3","47.0","6.1","36.5","6.1","10.5","3.8","30.8","(X)","32.4","(X)","23.6","(X)","42243","2522","63896","5741","29545","2570","-","**","86058","21638","-","**","27743","29630","51471","32013","29011","36368","64149","5778","25956","3795","50293","3550","50036","5014","27248","2770","50605","3214","53029","7909","49294","4700","70123","4506","22373","2727","28542","8337","21224","3130","17510","3895","15511","4133","44909","44726","26399","4921","20986","7391","56364","32493","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22059","State House District 59 (2010), Louisiana","21306","633","82.1","1.5","14.9","1.3","0.3","0.2","0.6","0.4","0.0","0.2","1.3","0.5","0.8","0.4","4.2","0.8","79.8","1.4","3.5","1.0","45.2","2.0","39.7","1.7","11.7","1.1","16690","611","52.6","2.1","47.4","2.1","79.4","2.2","15.8","1.9","4.8","1.3","4616","489","44.1","5.9","37.8","5.6","6.3","2.5","55.9","5.9","42.9","5.8","13.0","4.5","22.4","(X)","22.1","(X)","20.9","(X)","70674","2017","73260","3881","55147","8515","63750","6142","101000","67809","-","**","76063","13985","70353","19196","47321","20273","75099","3669","42112","18225","79333","3551","76717","6689","38497","5569","79068","3185","82774","4242","72279","4358","88018","3973","38887","4583","55549","8238","43962","5173","32355","6900","30154","7251","77455","23557","52446","6604","45726","6244","88651","25169","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22060","State House District 60 (2010), Louisiana","16555","462","66.8","1.6","31.8","1.6","0.0","0.1","0.2","0.2","0.0","0.2","0.6","0.5","0.6","0.3","1.7","0.6","65.8","1.6","3.8","1.3","32.6","2.2","40.8","1.9","22.8","1.4","11770","525","38.4","2.9","61.6","2.9","69.8","2.6","22.2","2.6","7.9","1.5","4785","454","46.1","4.8","40.9","4.9","5.2","2.4","53.9","4.8","44.7","4.9","9.2","3.1","29.6","(X)","32.5","(X)","21.8","(X)","45419","2706","54309","4614","34457","2713","2,500-","***","43800","18898","-","**","17474","72455","69600","35354","26250","13054","55230","4212","51445","29504","53478","6882","55097","3858","23929","1753","53016","3953","56601","7374","51642","3870","66695","4472","26577","5049","52302","12261","22140","4209","16171","2508","14388","2146","69479","14587","30894","6078","27348","5954","52049","7852","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22061","State House District 61 (2010), Louisiana","16823","553","25.2","1.7","72.9","1.8","0.0","0.1","0.3","0.3","0.0","0.2","0.1","0.1","1.4","0.5","1.3","0.6","24.3","1.8","7.4","1.3","39.4","2.5","35.7","2.2","17.5","1.5","9641","507","49.8","3.5","50.2","3.5","40.7","3.3","47.6","3.1","11.7","2.2","7182","445","56.0","3.7","48.9","3.9","7.1","1.8","44.0","3.7","35.4","3.9","8.6","2.5","36.4","(X)","40.9","(X)","28.9","(X)","27313","1412","40871","3076","24806","1651","2,500-","***","52750","21352","-","**","21635","149867","23250","24474","40300","20729","40740","3491","18395","4915","30108","3341","28967","3024","24902","3186","33295","2020","27170","3110","38466","4375","49187","3180","21941","2112","30339","7156","21115","1419","19990","2019","19085","2522","25500","7652","23188","3510","21119","2364","52679","21964","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22062","State House District 62 (2010), Louisiana","18295","687","71.4","1.9","26.8","1.8","0.4","0.4","0.8","0.5","0.0","0.2","0.2","0.2","0.5","0.3","1.4","0.8","70.0","2.1","3.6","1.0","32.6","2.2","43.2","1.9","20.6","1.6","13434","625","43.7","2.9","56.3","2.9","73.1","2.8","18.3","2.2","8.6","1.8","4861","487","52.6","4.8","46.6","4.5","6.0","2.8","47.4","4.8","38.2","4.5","9.3","3.2","29.5","(X)","31.1","(X)","23.1","(X)","45800","3142","52440","3528","27568","3383","32111","34337","56908","73889","-","**","73750","19828","36217","9038","31475","30904","52891","3858","14485","12266","52397","3914","53776","4709","29812","3027","55918","3184","57328","7163","55333","4621","70263","3471","25244","2822","31938","9274","22377","3390","18971","3626","17861","3623","24634","19874","26362","6037","22974","7564","55556","25352","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22063","State House District 63 (2010), Louisiana","14426","502","19.7","1.7","79.3","1.8","0.0","0.2","0.1","0.2","0.0","0.2","0.2","0.3","0.7","0.4","0.6","0.5","19.6","1.7","3.1","1.0","33.5","2.2","42.3","2.3","21.0","1.5","10210","443","45.7","3.1","54.3","3.1","50.0","2.9","41.6","3.0","8.4","2.3","4216","482","55.3","4.9","51.2","5.3","4.1","3.3","44.7","4.9","40.8","5.0","3.9","2.2","37.7","(X)","42.1","(X)","26.1","(X)","36276","1908","42193","3816","34134","2228","-","**","-","**","-","**","-","**","62974","55512","47778","45220","42002","3798","18781","10142","33471","3968","41322","4186","33702","4014","42468","2717","32885","4618","49893","4614","61003","1767","24627","3412","37917","6504","21533","3057","19038","4067","19156","4138","17241","75176","23918","3924","23482","4665","30045","12734","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22064","State House District 64 (2010), Louisiana","17725","533","85.7","1.4","13.5","1.4","0.2","0.2","0.1","0.1","0.0","0.2","0.3","0.2","0.3","0.3","1.0","0.5","84.9","1.5","3.6","1.1","37.7","2.0","40.4","1.8","18.2","1.5","13447","504","45.2","2.6","54.8","2.6","79.6","2.7","15.1","2.3","5.3","1.6","4278","505","51.3","5.1","44.0","5.2","7.3","2.9","48.7","5.1","39.4","5.3","9.4","3.8","31.1","(X)","29.7","(X)","34.9","(X)","60398","3013","63542","4160","44909","6830","53015","85521","-","**","-","**","71750","25553","56500","74492","71667","27193","63607","4210","35347","18043","67999","5402","69750","7449","38625","4674","71039","4611","75637","3789","66259","5403","78910","2499","37891","5976","62670","4942","27975","5346","22777","3048","20728","3390","45909","18551","42406","7806","36094","10096","77012","11662","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22065","State House District 65 (2010), Louisiana","16348","455","74.3","1.9","21.9","2.0","0.3","0.3","2.3","0.8","0.0","0.2","0.3","0.3","0.9","0.6","3.4","0.9","71.2","2.0","5.2","1.3","35.6","2.1","40.1","1.7","19.1","1.5","11944","445","44.2","3.0","55.8","3.0","72.4","2.7","19.9","2.5","7.7","2.0","4404","415","56.4","4.9","52.1","4.9","4.2","2.0","43.6","4.9","37.2","4.6","6.4","2.4","31.1","(X)","30.9","(X)","29.0","(X)","54868","3258","59901","3852","47978","5528","39550","101416","52635","25715","-","**","48750","37566","26375","49093","53201","8202","60899","4308","25726","4712","58253","5309","71524","4956","35567","5672","69333","3765","60275","11099","73738","4425","79267","4414","40271","5156","48880","22739","32695","3309","29359","5149","27157","3714","77679","31224","35684","2447","35064","4326","49244","37798","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22066","State House District 66 (2010), Louisiana","18488","504","55.8","2.1","39.0","2.1","0.2","0.2","3.6","0.7","0.0","0.2","0.5","0.3","0.9","0.4","3.1","0.8","53.5","2.1","10.0","1.6","34.9","2.8","34.0","2.2","21.1","1.5","10511","498","49.1","3.1","50.9","3.1","66.3","3.4","25.2","3.3","8.5","2.3","7977","486","54.4","4.7","49.7","4.8","4.7","1.9","45.6","4.7","35.7","4.4","9.9","2.5","35.0","(X)","34.6","(X)","34.5","(X)","46070","1443","54411","3472","35275","2438","195368","247837","47171","14526","-","**","35588","11915","49963","22323","36500","15468","55218","3758","27511","4775","46104","2178","63152","4547","40056","3956","58642","5493","48305","7858","66146","6897","79886","4390","27468","7285","44700","2328","30953","1859","27054","3365","25951","3177","43006","16738","36600","6905","30750","2750","61228","8959","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22067","State House District 67 (2010), Louisiana","16194","488","41.4","1.9","49.8","1.9","0.2","0.2","5.7","1.2","0.0","0.2","1.2","0.6","1.8","0.8","3.6","1.0","39.1","1.8","28.9","2.1","30.5","2.2","28.3","1.9","12.3","1.1","6696","394","44.0","3.5","56.0","3.5","41.6","3.9","45.8","3.3","12.6","2.4","9498","484","44.6","3.2","29.6","3.4","15.0","2.4","55.4","3.2","35.0","3.0","20.4","2.6","34.5","(X)","36.1","(X)","32.0","(X)","21942","1594","20599","3064","21717","2223","21600","35073","32544","8034","-","**","24167","17184","34474","11352","12179","21863","20823","3024","11638","1642","30268","2510","26657","4148","21741","2481","30304","2995","22793","3035","37500","4286","50870","4644","20266","2333","25994","6875","16148","1581","13611","1610","13125","2169","14236","8164","19059","2365","18276","3698","19990","3536","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22068","State House District 68 (2010), Louisiana","17923","495","76.3","1.9","19.9","1.8","0.2","0.2","1.8","0.7","0.0","0.1","1.1","0.7","0.6","0.5","2.9","1.0","74.6","2.0","12.2","1.5","34.2","2.2","32.1","1.9","21.5","1.3","9041","464","37.5","3.0","62.5","3.0","76.2","3.0","18.1","2.6","5.7","1.7","8882","485","52.9","3.7","42.8","3.3","10.1","2.1","47.1","3.7","33.0","3.6","14.1","2.2","28.5","(X)","27.6","(X)","29.4","(X)","59734","3323","65433","4993","46536","8772","124489","13354","58289","22653","-","**","41204","25021","118000","157503","40714","15787","65923","5177","16153","3434","64415","7444","86461","8302","48310","6435","90845","5542","89508","11013","91537","5378","104524","4097","49766","11620","43640","14456","35679","3276","30605","3054","28276","3912","42750","10170","44343","10103","42134","5775","58871","18147","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22069","State House District 69 (2010), Louisiana","19733","462","83.0","2.0","13.3","1.9","0.1","0.1","1.8","0.6","0.0","0.2","0.7","0.6","1.0","0.6","4.4","1.2","79.6","1.9","5.9","1.4","35.8","2.3","40.1","1.9","18.1","1.4","13052","554","43.1","2.7","56.9","2.7","78.1","3.2","18.4","3.0","3.6","1.0","6681","466","52.1","4.8","44.3","4.5","7.8","2.1","47.9","4.8","38.0","4.9","9.9","2.8","30.4","(X)","28.8","(X)","33.4","(X)","66084","4715","72267","4365","45880","7484","31406","68765","56250","37255","-","**","31345","2970","58523","13319","32395","19589","75138","4460","30367","4655","65370","7758","91055","4926","46547","3418","87108","5992","86368","11925","87609","6552","98976","4392","40907","3377","49942","13031","39430","4649","34183","4222","31456","3245","71615","15066","47641","5963","44364","7061","69201","12678","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22070","State House District 70 (2010), Louisiana","20294","445","75.1","1.7","18.6","1.7","0.1","0.1","3.8","1.0","0.0","0.2","1.3","0.8","1.1","0.5","5.6","1.2","70.7","1.8","10.5","1.6","37.6","2.2","39.2","2.0","12.7","1.2","13537","474","43.5","2.2","56.5","2.2","81.0","2.7","15.5","2.4","3.5","1.3","6757","477","52.7","4.0","38.8","4.1","13.9","3.6","47.3","4.0","31.3","4.5","16.0","3.7","28.6","(X)","25.6","(X)","32.4","(X)","72572","4039","80769","4134","41664","7879","125208","16781","96964","42811","-","**","40712","37540","58375","30803","54940","12812","82982","5252","19900","3691","75032","6459","100957","6268","59892","9426","93368","4228","90148","4874","97529","5261","108257","3502","29820","5388","74152","17655","41745","5297","35689","4482","34348","5594","37335","10073","46017","3745","46199","3535","44566","33579","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22071","State House District 71 (2010), Louisiana","19084","623","91.2","1.3","6.5","0.9","0.5","0.4","0.8","0.5","0.0","0.2","0.1","0.1","0.9","0.6","1.8","0.5","89.7","1.4","4.1","1.1","40.1","2.0","38.9","2.2","16.9","1.2","14039","516","50.2","2.6","49.8","2.6","73.9","2.9","20.3","2.5","5.7","1.5","5045","483","55.6","4.9","47.3","5.4","8.3","3.1","44.4","4.9","35.9","4.7","8.5","3.1","33.6","(X)","32.7","(X)","34.3","(X)","51900","2398","53162","3054","29040","8414","87770","36179","56007","17559","-","**","-","**","41141","17285","51183","15601","53393","3075","41919","7555","58943","3109","57147","5813","30570","2192","58875","2714","58863","3195","58902","6031","70324","4382","32581","4709","28861","6535","30087","4338","22058","3471","18945","3071","45463","20394","42225","4410","34802","12172","86048","19066","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22072","State House District 72 (2010), Louisiana","14255","635","43.8","2.3","55.2","2.4","0.2","0.3","0.1","0.1","0.0","0.2","0.1","0.2","0.6","0.3","1.0","0.7","43.2","2.3","4.9","1.2","30.9","2.4","42.1","2.6","22.0","2.0","9805","648","40.9","4.2","59.1","4.2","57.0","3.2","37.5","3.0","5.5","1.9","4450","410","57.8","5.2","54.0","5.5","3.8","1.8","42.2","5.2","39.4","4.9","2.8","2.1","35.6","(X)","37.9","(X)","27.4","(X)","26965","1683","39738","7399","22553","2701","60924","22435","2,500-","***","-","**","-","**","30729","6187","23663","11193","39922","7673","20253","11611","33242","6870","29946","3657","19313","1602","35375","3680","34927","10096","35468","4256","54982","6476","22024","3931","22797","6665","16286","2833","12060","1650","11690","1188","30060","18424","22172","4026","21734","3974","60694","66187","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22073","State House District 73 (2010), Louisiana","20095","566","76.0","1.8","21.5","1.8","0.2","0.2","0.6","0.3","0.0","0.2","0.8","0.5","0.9","0.5","2.9","0.9","73.9","1.8","9.9","1.6","34.5","2.1","37.6","2.1","18.0","1.6","13333","650","45.0","3.0","55.0","3.0","73.0","3.0","20.3","2.5","6.7","1.9","6762","568","50.9","4.8","44.2","4.9","6.8","2.3","49.1","4.8","35.8","4.6","13.3","3.2","32.3","(X)","33.7","(X)","25.7","(X)","43673","2590","51016","2640","22610","4866","100250","120878","38578","35518","-","**","65776","32846","41250","37410","37092","26393","51388","2621","19459","3646","47392","8337","58730","6504","31277","2770","57924","3515","54825","6726","58929","3594","68856","3848","18315","3877","47344","24285","21775","4538","19047","2053","18732","2449","20046","12564","30018","5820","19757","4613","53542","11104","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22074","State House District 74 (2010), Louisiana","19895","679","88.4","1.5","9.6","1.4","0.4","0.3","0.2","0.2","0.1","0.1","0.4","0.2","1.0","0.6","1.4","0.6","87.2","1.7","2.8","1.1","32.6","2.3","43.8","2.3","20.8","1.8","14350","597","42.6","3.1","57.4","3.1","77.6","2.5","15.8","2.1","6.6","1.8","5545","523","49.1","5.2","40.5","5.3","8.6","3.3","50.9","5.2","42.2","5.2","8.7","3.2","33.7","(X)","35.8","(X)","27.8","(X)","46949","2362","49714","2478","22564","3820","67250","7458","79196","14442","-","**","24375","7084","45694","48871","27004","8310","49966","2475","32418","23471","52194","7455","50445","5949","28750","5809","53097","4426","56843","11436","52212","3688","64995","4940","28285","7123","37619","11924","27349","7154","20363","3553","17114","3269","39295","15770","31298","1427","30578","2987","54957","4791","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22075","State House District 75 (2010), Louisiana","16384","478","68.7","1.5","29.7","1.5","0.3","0.2","0.3","0.3","0.0","0.2","0.4","0.3","0.7","0.4","1.4","0.4","67.9","1.5","4.2","1.0","29.3","2.1","41.7","1.9","24.9","1.4","11400","504","39.1","2.8","60.9","2.8","63.4","3.2","28.5","2.9","8.1","1.9","4984","434","51.6","5.0","49.8","4.7","1.8","1.3","48.4","5.0","44.3","5.4","4.0","1.9","33.4","(X)","34.8","(X)","27.5","(X)","30952","2270","39208","2155","17550","2980","13553","11324","91750","14598","-","**","26071","20904","45179","31408","16607","12493","39378","2127","14464","14579","39222","3133","34770","5234","22904","3729","38548","1955","38460","4449","38597","2714","53771","3154","20332","3150","20467","3567","15490","2601","13229","1003","13239","1076","13056","18587","24258","5484","23310","6318","39637","32825","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22076","State House District 76 (2010), Louisiana","17548","560","78.7","1.8","15.8","1.7","0.5","0.4","1.9","0.7","0.1","0.1","1.9","0.7","1.1","0.5","4.5","1.0","76.1","1.8","3.1","0.8","34.6","1.8","44.5","1.8","17.8","1.6","12611","501","46.9","2.3","53.1","2.3","76.6","2.6","17.8","2.4","5.6","1.7","4937","468","50.0","4.8","41.6","4.7","8.4","2.7","50.0","4.8","38.3","4.8","11.6","3.2","29.3","(X)","30.6","(X)","24.2","(X)","58967","3745","62837","2750","45269","7882","17292","81368","101250","60913","73077","44714","43393","12188","62672","36858","51948","7865","63100","2786","47431","8264","62995","3677","67096","5479","30351","5228","68849","4968","70245","8703","67959","4971","81463","4485","36261","4132","46324","8715","28137","3275","23917","3853","20821","1919","72541","33909","33609","5318","31791","3900","40086","17626","(X)","(X)","(X)","(X)","(X)","(X)"
"620L200US22077","State House District 77 (2010), Louisiana","21409","584","90.2","1.4","7.5","1.2","0.3","0.4","0.7","0.4","0.0","0.2","0.5","0.3","0.8","0.4","2.9","0.8","88.0","1.6","2.9","0.9","33.3","2.1","43.8","2.0","20.0","1.6","15912","597","46.0","2.1","54.0","2.1","81.2","2.3","14.4","1.9","4.4","1.1","5497","456","60.3","4.1","52.7","4.7","7.5","2.6","39.7","4.1","32.5","3.8","7.2","2.4","28.1","(X)","27.0","(X)","30.3","(X)","62754","2554","66936","3808","25840","7304","28707","549","61579","66637","-","**","91964","81938","53529","47687","64115","21716","66810","3896","25947","20579","69371","5859","80142","6394","38612","3845","80006","3047","81867","4619","76678","4832","88370","3583","33389","4463","78750","30966","31971","2956","26930","4417","23857","3572","54537","17521","37423","3901","35873","4452","58317","24765","(X)","(X)","(X)","(X)","(X)","(X)"
